>>>>>>>>>> Start item : ../data/Leeds.mp4
::: Run time Settings : {'Config load': 1, 'Config update': {'General': 1, 'Visualizer': 1, 'Figure': 1, 'Heatmap': 1, 'System': 1, 'Calibration': 0, 'Detector': 1}, 'Config save': 1}
:::::: Start File Checking ...
:: Loading Data and Configrations ...
: Background Found.
: Satellite Map Found.
: Visual Map Found.
: Road Mask Found.
: Road Boarder Found.
::: Camera size : (1920, 1080), Region of Interest : (1920, 1080),  Environment size :(1028, 1048)

 <<< Model is running on CUDA GPU >>> 

::: Configration Saved.
type: person vehicle id: 20 position: 1495 323
type: car vehicle id: 17 position: 1854 329
type: person vehicle id: 16 position: 210 539
type: car vehicle id: 15 position: 466 18
type: person vehicle id: 14 position: 1373 314
type: car vehicle id: 12 position: 1636 245
type: person vehicle id: 11 position: 1489 359
type: person vehicle id: 10 position: 186 245
type: bicycle vehicle id: 9 position: 1427 354
type: person vehicle id: 8 position: 818 91
type: person vehicle id: 6 position: 390 176
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1301 268
type: person vehicle id: 95 position: 265 166
type: person vehicle id: 92 position: 445 104
type: person vehicle id: 83 position: 1092 185
type: person vehicle id: 76 position: 495 103
type: person vehicle id: 74 position: 1421 309
type: person vehicle id: 73 position: 1526 329
type: person vehicle id: 71 position: 404 208
type: person vehicle id: 70 position: 1522 361
type: person vehicle id: 69 position: 406 480
type: person vehicle id: 68 position: 478 244
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 54 position: 1126 218
type: person vehicle id: 49 position: 1224 236
type: person vehicle id: 40 position: 1455 357
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1042 281
type: car vehicle id: 37 position: 1032 212
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 34 position: 605 498
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 595 7
type: person vehicle id: 30 position: 841 648
type: car vehicle id: 29 position: 757 151
type: person vehicle id: 28 position: 407 253
type: person vehicle id: 27 position: 421 311
type: person vehicle id: 26 position: 689 860
type: person vehicle id: 25 position: 378 263
type: person vehicle id: 23 position: 231 379
type: person vehicle id: 22 position: 332 277
type: person vehicle id: 20 position: 1496 324
type: car vehicle id: 17 position: 1854 329
type: person vehicle id: 16 position: 211 540
type: car vehicle id: 15 position: 467 18
type: person vehicle id: 14 position: 1373 314
type: car vehicle id: 12 position: 1636 245
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 187 245
type: bicycle vehicle id: 9 position: 1429 354
type: person vehicle id: 8 position: 816 91
type: person vehicle id: 6 position: 390 176
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1301 267
type: person vehicle id: 95 position: 265 165
type: person vehicle id: 93 position: 1001 157
type: person vehicle id: 92 position: 445 103
type: person vehicle id: 87 position: 1174 232
type: person vehicle id: 83 position: 1092 185
type: person vehicle id: 76 position: 497 103
type: person vehicle id: 74 position: 1419 308
type: person vehicle id: 73 position: 1525 329
type: person vehicle id: 71 position: 404 208
type: person vehicle id: 70 position: 1521 361
type: person vehicle id: 69 position: 406 480
type: person vehicle id: 68 position: 478 245
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 54 position: 1126 218
type: person vehicle id: 49 position: 1222 238
type: person vehicle id: 40 position: 1457 357
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1044 282
type: car vehicle id: 37 position: 1032 211
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 34 position: 605 500
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 595 8
type: person vehicle id: 30 position: 842 650
type: car vehicle id: 29 position: 757 152
type: person vehicle id: 28 position: 407 253
type: person vehicle id: 27 position: 419 310
type: person vehicle id: 26 position: 689 860
type: person vehicle id: 25 position: 378 262
type: person vehicle id: 23 position: 231 379
type: person vehicle id: 22 position: 332 276
type: person vehicle id: 20 position: 1497 325
type: car vehicle id: 17 position: 1854 328
type: person vehicle id: 16 position: 211 540
type: car vehicle id: 15 position: 467 17
type: person vehicle id: 14 position: 1374 314
type: car vehicle id: 12 position: 1636 245
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 187 245
type: bicycle vehicle id: 9 position: 1429 354
type: person vehicle id: 8 position: 815 91
type: person vehicle id: 6 position: 390 177
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1301 267
type: car vehicle id: 99 position: 411 315
type: person vehicle id: 98 position: 1247 271
type: person vehicle id: 95 position: 265 165
type: person vehicle id: 93 position: 999 155
type: person vehicle id: 92 position: 447 104
type: person vehicle id: 87 position: 1169 232
type: person vehicle id: 83 position: 1092 185
type: person vehicle id: 76 position: 498 103
type: person vehicle id: 74 position: 1417 308
type: person vehicle id: 73 position: 1525 329
type: person vehicle id: 71 position: 405 209
type: person vehicle id: 70 position: 1523 361
type: person vehicle id: 69 position: 406 481
type: person vehicle id: 68 position: 479 245
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 54 position: 1128 220
type: person vehicle id: 49 position: 1221 239
type: person vehicle id: 40 position: 1460 357
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1055 287
type: car vehicle id: 37 position: 1033 211
type: person vehicle id: 36 position: 731 881
type: person vehicle id: 34 position: 607 504
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 595 8
type: car vehicle id: 29 position: 760 152
type: person vehicle id: 28 position: 408 253
type: person vehicle id: 27 position: 410 310
type: person vehicle id: 26 position: 689 860
type: person vehicle id: 25 position: 377 260
type: person vehicle id: 23 position: 229 380
type: person vehicle id: 22 position: 332 275
type: person vehicle id: 20 position: 1496 326
type: car vehicle id: 17 position: 1854 329
type: person vehicle id: 16 position: 213 542
type: car vehicle id: 15 position: 468 18
type: person vehicle id: 14 position: 1375 316
type: car vehicle id: 12 position: 1637 245
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 187 246
type: person vehicle id: 9 position: 1435 345
type: person vehicle id: 8 position: 814 91
type: person vehicle id: 6 position: 390 177
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1301 267
type: car vehicle id: 99 position: 402 317
type: person vehicle id: 98 position: 1248 272
type: person vehicle id: 95 position: 265 165
type: person vehicle id: 93 position: 997 155
type: person vehicle id: 83 position: 1093 184
type: person vehicle id: 76 position: 498 105
type: person vehicle id: 74 position: 1415 307
type: person vehicle id: 71 position: 404 210
type: person vehicle id: 70 position: 1522 361
type: person vehicle id: 69 position: 406 480
type: person vehicle id: 68 position: 481 246
type: person vehicle id: 62 position: 230 236
type: person vehicle id: 54 position: 1128 221
type: person vehicle id: 49 position: 1219 240
type: person vehicle id: 40 position: 1462 357
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1061 291
type: car vehicle id: 37 position: 1033 209
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 34 position: 608 506
type: car vehicle id: 33 position: 939 180
type: car vehicle id: 31 position: 596 7
type: car vehicle id: 29 position: 761 153
type: person vehicle id: 28 position: 407 253
type: person vehicle id: 27 position: 403 311
type: person vehicle id: 26 position: 689 860
type: person vehicle id: 25 position: 377 257
type: person vehicle id: 23 position: 228 381
type: person vehicle id: 22 position: 331 273
type: person vehicle id: 20 position: 1495 326
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 214 544
type: car vehicle id: 15 position: 469 18
type: person vehicle id: 14 position: 1376 315
type: car vehicle id: 12 position: 1637 245
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 187 246
type: person vehicle id: 9 position: 1437 341
type: person vehicle id: 8 position: 812 90
type: person vehicle id: 6 position: 391 177
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1302 267
type: car vehicle id: 99 position: 399 318
type: person vehicle id: 98 position: 1248 273
type: person vehicle id: 95 position: 265 165
type: person vehicle id: 93 position: 997 155
type: person vehicle id: 83 position: 1093 184
type: person vehicle id: 78 position: 1177 239
type: person vehicle id: 76 position: 499 106
type: person vehicle id: 74 position: 1415 307
type: person vehicle id: 71 position: 404 210
type: person vehicle id: 70 position: 1522 361
type: person vehicle id: 69 position: 406 480
type: person vehicle id: 68 position: 481 246
type: person vehicle id: 63 position: 355 265
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 54 position: 1128 221
type: person vehicle id: 49 position: 1218 240
type: person vehicle id: 40 position: 1463 357
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 1063 294
type: car vehicle id: 37 position: 1032 208
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 34 position: 608 508
type: car vehicle id: 33 position: 938 180
type: car vehicle id: 31 position: 596 6
type: car vehicle id: 29 position: 762 153
type: person vehicle id: 28 position: 407 253
type: person vehicle id: 27 position: 400 311
type: person vehicle id: 26 position: 689 860
type: person vehicle id: 25 position: 377 256
type: person vehicle id: 23 position: 227 381
type: person vehicle id: 22 position: 331 273
type: person vehicle id: 20 position: 1494 326
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 214 545
type: car vehicle id: 15 position: 469 18
type: person vehicle id: 14 position: 1376 315
type: car vehicle id: 12 position: 1637 245
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 187 246
type: person vehicle id: 9 position: 1438 340
type: person vehicle id: 8 position: 812 90
type: person vehicle id: 6 position: 391 177
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1302 267
type: person vehicle id: 100 position: 380 116
type: car vehicle id: 99 position: 390 317
type: person vehicle id: 98 position: 1249 277
type: person vehicle id: 97 position: 450 104
type: person vehicle id: 95 position: 265 166
type: person vehicle id: 83 position: 1095 186
type: person vehicle id: 78 position: 1179 240
type: person vehicle id: 76 position: 500 105
type: person vehicle id: 74 position: 1413 306
type: person vehicle id: 71 position: 406 210
type: person vehicle id: 69 position: 405 479
type: person vehicle id: 68 position: 483 246
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 54 position: 1129 221
type: person vehicle id: 49 position: 1217 241
type: person vehicle id: 40 position: 1463 357
type: car vehicle id: 39 position: 1402 185
type: car vehicle id: 38 position: 1072 294
type: car vehicle id: 37 position: 1033 209
type: person vehicle id: 36 position: 729 881
type: person vehicle id: 34 position: 610 509
type: car vehicle id: 33 position: 938 180
type: car vehicle id: 31 position: 596 6
type: car vehicle id: 29 position: 764 157
type: person vehicle id: 28 position: 407 251
type: person vehicle id: 27 position: 391 313
type: person vehicle id: 26 position: 689 863
type: person vehicle id: 25 position: 377 253
type: person vehicle id: 23 position: 227 384
type: person vehicle id: 22 position: 331 271
type: person vehicle id: 20 position: 1494 327
type: car vehicle id: 17 position: 1854 327
type: person vehicle id: 16 position: 216 547
type: car vehicle id: 15 position: 470 19
type: person vehicle id: 14 position: 1376 314
type: car vehicle id: 12 position: 1639 245
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 187 246
type: person vehicle id: 9 position: 1438 340
type: person vehicle id: 8 position: 810 90
type: person vehicle id: 6 position: 392 178
type: person vehicle id: 4 position: 1555 373
type: person vehicle id: 3 position: 1301 268
type: bicycle vehicle id: 103 position: 1433 353
type: person vehicle id: 100 position: 379 116
type: car vehicle id: 99 position: 383 317
type: person vehicle id: 98 position: 1252 279
type: person vehicle id: 97 position: 451 105
type: person vehicle id: 95 position: 265 166
type: person vehicle id: 83 position: 1095 185
type: person vehicle id: 78 position: 1179 242
type: person vehicle id: 76 position: 500 106
type: person vehicle id: 74 position: 1411 305
type: person vehicle id: 71 position: 408 210
type: person vehicle id: 69 position: 405 478
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 54 position: 1130 222
type: person vehicle id: 49 position: 1217 241
type: person vehicle id: 40 position: 1461 356
type: car vehicle id: 39 position: 1402 185
type: car vehicle id: 38 position: 1078 296
type: car vehicle id: 37 position: 1033 210
type: person vehicle id: 36 position: 729 881
type: person vehicle id: 34 position: 611 511
type: car vehicle id: 33 position: 938 180
type: car vehicle id: 31 position: 596 6
type: car vehicle id: 29 position: 766 159
type: person vehicle id: 28 position: 407 249
type: person vehicle id: 27 position: 380 313
type: person vehicle id: 26 position: 689 864
type: person vehicle id: 25 position: 378 252
type: person vehicle id: 23 position: 226 385
type: person vehicle id: 22 position: 331 270
type: person vehicle id: 20 position: 1495 327
type: car vehicle id: 17 position: 1854 328
type: person vehicle id: 16 position: 218 550
type: car vehicle id: 15 position: 470 19
type: person vehicle id: 14 position: 1377 314
type: car vehicle id: 12 position: 1644 244
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 187 245
type: person vehicle id: 9 position: 1438 341
type: person vehicle id: 8 position: 809 89
type: person vehicle id: 6 position: 392 181
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1302 268
type: bicycle vehicle id: 103 position: 1433 352
type: person vehicle id: 100 position: 379 116
type: car vehicle id: 99 position: 379 316
type: person vehicle id: 98 position: 1253 279
type: person vehicle id: 97 position: 451 105
type: person vehicle id: 95 position: 265 166
type: person vehicle id: 88 position: 1442 319
type: person vehicle id: 83 position: 1095 185
type: person vehicle id: 81 position: 396 224
type: person vehicle id: 78 position: 1180 242
type: person vehicle id: 76 position: 500 105
type: person vehicle id: 74 position: 1410 304
type: person vehicle id: 71 position: 408 209
type: person vehicle id: 69 position: 405 477
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 54 position: 1130 222
type: person vehicle id: 49 position: 1216 241
type: person vehicle id: 40 position: 1461 356
type: car vehicle id: 39 position: 1403 185
type: car vehicle id: 38 position: 1080 296
type: car vehicle id: 37 position: 1033 210
type: person vehicle id: 36 position: 729 881
type: person vehicle id: 34 position: 611 512
type: car vehicle id: 33 position: 938 180
type: car vehicle id: 31 position: 596 6
type: car vehicle id: 29 position: 767 160
type: person vehicle id: 28 position: 407 248
type: person vehicle id: 27 position: 376 314
type: person vehicle id: 26 position: 689 864
type: person vehicle id: 25 position: 378 251
type: person vehicle id: 23 position: 226 386
type: person vehicle id: 22 position: 331 270
type: person vehicle id: 20 position: 1496 327
type: car vehicle id: 17 position: 1854 327
type: person vehicle id: 16 position: 218 550
type: car vehicle id: 15 position: 470 19
type: person vehicle id: 14 position: 1377 314
type: car vehicle id: 12 position: 1646 244
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 187 245
type: person vehicle id: 9 position: 1438 341
type: person vehicle id: 8 position: 808 89
type: person vehicle id: 7 position: 489 268
type: person vehicle id: 6 position: 392 183
type: person vehicle id: 4 position: 1555 374
type: person vehicle id: 3 position: 1302 268
type: car vehicle id: 99 position: 369 319
type: person vehicle id: 98 position: 1256 282
type: person vehicle id: 97 position: 454 106
type: person vehicle id: 83 position: 1094 188
type: person vehicle id: 81 position: 396 239
type: person vehicle id: 78 position: 1182 239
type: person vehicle id: 76 position: 500 102
type: person vehicle id: 74 position: 1407 304
type: person vehicle id: 71 position: 408 214
type: person vehicle id: 69 position: 400 477
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 54 position: 1131 222
type: person vehicle id: 49 position: 1215 240
type: car vehicle id: 39 position: 1402 185
type: car vehicle id: 38 position: 1088 299
type: car vehicle id: 37 position: 1033 211
type: person vehicle id: 36 position: 727 883
type: person vehicle id: 34 position: 612 512
type: car vehicle id: 33 position: 936 179
type: car vehicle id: 29 position: 769 162
type: person vehicle id: 28 position: 409 242
type: person vehicle id: 27 position: 367 315
type: person vehicle id: 26 position: 691 867
type: person vehicle id: 25 position: 378 249
type: person vehicle id: 23 position: 224 394
type: person vehicle id: 22 position: 331 268
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 220 550
type: car vehicle id: 15 position: 473 18
type: person vehicle id: 14 position: 1378 314
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 188 246
type: person vehicle id: 9 position: 1439 339
type: person vehicle id: 8 position: 806 89
type: person vehicle id: 7 position: 490 267
type: person vehicle id: 6 position: 393 182
type: person vehicle id: 3 position: 1303 268
type: car vehicle id: 99 position: 362 320
type: person vehicle id: 98 position: 1260 282
type: person vehicle id: 97 position: 457 105
type: person vehicle id: 83 position: 1094 190
type: person vehicle id: 78 position: 1184 241
type: person vehicle id: 76 position: 500 102
type: person vehicle id: 74 position: 1404 303
type: person vehicle id: 71 position: 404 199
type: person vehicle id: 69 position: 397 475
type: person vehicle id: 62 position: 231 236
type: person vehicle id: 54 position: 1132 224
type: person vehicle id: 49 position: 1214 239
type: car vehicle id: 39 position: 1402 185
type: car vehicle id: 38 position: 1094 300
type: car vehicle id: 37 position: 1033 212
type: person vehicle id: 36 position: 727 883
type: person vehicle id: 34 position: 613 513
type: car vehicle id: 33 position: 936 179
type: car vehicle id: 29 position: 772 163
type: person vehicle id: 28 position: 409 236
type: person vehicle id: 27 position: 360 315
type: person vehicle id: 26 position: 690 866
type: person vehicle id: 25 position: 377 249
type: person vehicle id: 23 position: 223 399
type: person vehicle id: 22 position: 331 265
type: car vehicle id: 17 position: 1854 332
type: person vehicle id: 16 position: 220 551
type: car vehicle id: 15 position: 474 18
type: person vehicle id: 14 position: 1380 312
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 187 246
type: person vehicle id: 9 position: 1440 337
type: person vehicle id: 8 position: 805 91
type: person vehicle id: 7 position: 491 267
type: person vehicle id: 6 position: 392 182
type: person vehicle id: 3 position: 1303 268
:::: Done.
